"player","ibt_Icon","ibt_PhotoIndex","ibt_IconIndex","ibt_AdjIndex","ibt_Adjective","ibt_Answer","ibt_isAnswerRelevant","ibt_isAnswerCorrect","ibt_IntroTimeDuration","ibt_PrimerDisplayDuration","ibt_ReactionTime"
"794964568995157","person",1,1,3,"bad","NO ANSWER",1,0,2511,23,765
"794964568995157","person",4,1,3,"bad","NO ANSWER",1,0,2504,21,764
"794964568995157","person",2,1,1,"kind","NO ANSWER",1,0,2507,21,755
"794964568995157","person",1,1,5,"untrustworthy","NO ANSWER",1,0,2508,22,763
"794964568995157","person",3,1,5,"untrustworthy","NO ANSWER",1,0,2513,21,752
"794964568995157","person",2,1,3,"bad","NO ANSWER",1,0,2508,23,765
"794964568995157","person",1,1,1,"kind","NO ANSWER",1,0,2510,21,763
"794964568995157","person",4,1,5,"untrustworthy","NO ANSWER",1,0,2509,22,760
"794964568995157","person",1,1,0,"good","NO ANSWER",1,0,2505,21,761
"794964568995157","person",2,1,2,"trustworthy","NO ANSWER",1,0,2505,21,765
"794964568995157","person",3,1,2,"trustworthy","NO ANSWER",1,0,2517,21,762
"794964568995157","person",4,1,2,"trustworthy","NO ANSWER",1,0,2501,21,763
"794964568995157","person",3,1,3,"bad","NO ANSWER",1,0,2515,21,757
"794964568995157","person",1,1,4,"cruel","NO ANSWER",1,0,2512,24,760
"794964568995157","person",3,1,1,"kind","NO ANSWER",1,0,2503,22,752
"794964568995157","person",3,1,4,"cruel","NO ANSWER",1,0,2515,23,764
"794964568995157","person",2,1,5,"untrustworthy","NO ANSWER",1,0,2530,23,766
"794964568995157","person",4,1,1,"kind","NO ANSWER",1,0,2506,21,752
"794964568995157","person",2,1,4,"cruel","NO ANSWER",1,0,2507,21,753
"794964568995157","person",4,1,4,"cruel","NO ANSWER",1,0,2503,21,766
"794964568995157","person",1,1,2,"trustworthy","NO ANSWER",1,0,2509,23,763
"794964568995157","person",2,1,0,"good","NO ANSWER",1,0,2502,21,756
"794964568995157","person",4,1,0,"good","NO ANSWER",1,0,2511,23,752
"794964568995157","person",3,1,0,"good","NO ANSWER",1,0,2517,23,755
"794964568995157","person",4,1,"NA","NA","NO ANSWER",1,0,2501,22,754
"794964568995157","person",2,1,"NA","NA","NO ANSWER",1,0,2509,24,761
"794964568995157","person",1,1,"NA","NA","NO ANSWER",1,0,2510,21,757
"794964568995157","person",2,1,"NA","NA","NO ANSWER",1,0,2502,21,762
"794964568995157","person",3,1,"NA","NA","NO ANSWER",1,0,2506,21,753
"794964568995157","person",4,1,"NA","NA","NO ANSWER",1,0,2511,21,753
