"player","treatment","pairIndex","pairRace","pairGender","pairType","answer","correct","confidence","xCoor","yCoor","tCoor","responseTime"
"943197787033592","b",1,1,0,"False Negative",1,1,3,"-1.5,6.5,17.5,55.5,76.5,103.5,125.5,140.5,151.5,161.5,168.5,173.5,176.5,179.5,180.5,185.5,185.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,185.5,185.5,186.5,188.5,190.5,192.5,194.5,199.5,202.5,204.5,206.5,207.5,208.5,210.5,211.5,213.5,215.5,216.5,219.5,221.5,222.5,222.5,224.5,225.5,226.5,227.5,227.5,227.5,228.5,228.5","33,45,59,103,131,165,196,223,244,265,285,310,322,335,340,363,375,385,393,400,407,413,422,428,432,435,440,446,452,456,460,466,469,471,473,475,477,479,481,483,486,488,493,495,497,499,501,504,507,509,510,511,511,512","0,8.100000023841858,15.899999976158142,39.799999952316284,55.799999952316284,71.79999995231628,87.79999995231628,103.89999997615814,119.79999995231628,133.79999995231628,149.89999997615814,173.79999995231628,189.89999997615814,205.89999997615814,213.79999995231628,237.89999997615814,253.89999997615814,269.89999997615814,285.89999997615814,301.89999997615814,318.10000002384186,333.89999997615814,357.89999997615814,371.89999997615814,387.7999999523163,403.89999997615814,419.7999999523163,435.89999997615814,451.89999997615814,467.7999999523163,483.89999997615814,507.7999999523163,523.8999999761581,539.8999999761581,555.8999999761581,571.7999999523163,587.8999999761581,601.8999999761581,617.7999999523163,634,659.3999999761581,673.8999999761581,722.1000000238419,737.8999999761581,754,769.8999999761581,786,801.8999999761581,826,841.8999999761581,848.1000000238419,865.8999999761581,880,1125.8999999761581",1125.8999999761581
"943197787033592","b",20,1,0,"False Positive",1,0,2,"-4.5,-4.5,-4.5,-4.5,-5.5,-6.5,-7.5,-9.5,-12.5,-15.5,-17.5,-18.5,-20.5,-23.5,-25.5,-27.5,-28.5,-30.5,-32.5,-34.5,-36.5,-37.5,-38.5,-39.5,-40.5,-41.5,-42.5,-42.5,-43.5,-44.5,-45.5,-46.5,-47.5,-48.5,-48.5,-49.5,-50.5,-51.5,-52.5,-52.5,-52.5,-52.5,-52.5,-52.5,-50.5,-48.5,-40.5,-33.5,-21.5,-3.5,13.5,28.5,43.5,52.5,56.5,58.5,58.5,58.5,57.5,56.5,54.5,52.5,50.5,48.5,46.5,40.5,37.5,33.5,27.5,19.5,11.5,2.5,-7.5,-17.5,-31.5,-55.5,-69.5,-79.5,-90.5,-99.5,-106.5,-110.5,-113.5,-115.5,-116.5,-118.5,-119.5,-121.5,-123.5,-128.5,-133.5,-141.5,-148.5,-158.5,-171.5,-176.5,-182.5,-188.5,-193.5,-197.5,-199.5,-201.5,-203.5,-205.5,-207.5,-209.5,-211.5,-212.5,-213.5,-214.5,-213.5,-204.5,-162.5,-95.5,-31.5,38.5,111.5,158.5,179.5,187.5,191.5,193.5,193.5,193.5,194.5,197.5,200.5,206.5,209.5,212.5,214.5,216.5,216.5","36,37,38,41,44,48,54,61,67,75,79,85,90,95,99,102,104,107,111,113,116,118,120,122,124,126,129,131,133,135,137,139,141,143,145,147,149,152,154,156,157,159,161,163,166,173,185,199,219,247,272,293,312,321,328,332,333,334,334,334,334,334,334,334,334,334,334,334,337,339,341,345,352,360,369,386,397,405,413,421,425,429,432,434,435,438,439,440,442,447,453,460,467,475,488,494,500,504,509,512,514,516,518,520,522,524,527,527,528,529,528,528,538,544,552,563,567,569,572,573,573,573,574,571,567,558,554,549,547,545,543,543,542","0,7.899999976158142,419.89999997615814,435.7999999523163,443.89999997615814,459.89999997615814,475.89999997615814,491.89999997615814,507.89999997615814,531.7999999523163,546,563.7999999523163,577.8999999761581,593.8999999761581,610,625.8999999761581,641.8999999761581,657.8999999761581,681.7999999523163,697.8999999761581,713.8999999761581,729.8999999761581,745.7999999523163,762,778,791.7999999523163,815.7999999523163,831.8999999761581,848,864,880.1000000238419,896.1000000238419,912,928,944.1999999284744,959.8999999761581,976.1999999284744,999.7999999523163,1015.8999999761581,1029.8999999761581,1038.1000000238419,1061.8999999761581,1078,1094,1110,1126,1150,1166.1000000238419,1182,1198,1213.8999999761581,1229.8999999761581,1245.8999999761581,1259.8999999761581,1275.8999999761581,1299.8999999761581,1308,1339.7999999523163,1363.7999999523163,1372,1380,1395.8999999761581,1411.8999999761581,1427.8999999761581,1444,1465.8999999761581,1481.8999999761581,1498,1513.7999999523163,1529.7999999523163,1545.7999999523163,1561.7999999523163,1577.8999999761581,1593.8999999761581,1609.8999999761581,1633.8999999761581,1649.8999999761581,1665.7999999523163,1679.7999999523163,1695.7999999523163,1713.8999999761581,1727.8999999761581,1743.8999999761581,1759.7999999523163,1775.8999999761581,1799.6999999284744,1815.8999999761581,1831.8999999761581,1847.7999999523163,1863.8999999761581,1879.7999999523163,1895.7999999523163,1911.7999999523163,1927.7999999523163,1949.7999999523163,1965.8999999761581,1981.7999999523163,1997.8999999761581,2013.7999999523163,2030,2046,2061.7999999523163,2077.7999999523163,2093.7999999523163,2110,2125.899999976158,2147.899999976158,2157.899999976158,2172,2195.7999999523163,2410,2418.1999999284744,2433.899999976158,2449.7999999523163,2465.7999999523163,2483.6999999284744,2497.6999999284744,2513.7999999523163,2529.7999999523163,2545.899999976158,2561.899999976158,2578,2650,2751.899999976158,2759.899999976158,2783.899999976158,2799.899999976158,2815.899999976158,2831.899999976158,2847.7999999523163,2863.7999999523163,2877.899999976158,2886",2886
