"player","tutoTime","expTime","surveyTime","surveyTime2"
"574375996332483","NA",17,67,241
"629701657694890","NA","NA","NA","NA"
"381348997290625","NA","NA","NA","NA"
"863785787582080","NA","NA","NA","NA"
"574375996332483","NA",17,67,241
