"player","ibt_Icon","ibt_PhotoIndex","ibt_IconIndex","ibt_AdjIndex","ibt_Adjective","ibt_Answer","ibt_isAnswerRelevant","ibt_isAnswerCorrect","ibt_IntroTimeDuration","ibt_PrimerDisplayDuration","ibt_ReactionTime"
"857227088609652","house",0,0,3,"furnished","NO ANSWER",0,0,3014,3014,10008
"857227088609652","house",2,0,0,"leaky","NO ANSWER",0,0,3004,3018,10003
"857227088609652","house",3,0,1,"roomy","NO ANSWER",0,0,3007,3009,10003
"857227088609652","house",4,0,3,"furnished","NO ANSWER",0,0,2513,21,1015
"857227088609652","house",2,0,1,"roomy","NO ANSWER",0,0,2504,21,1012
"857227088609652","person",0,1,1,"kind","NO ANSWER",1,0,2517,21,1004
"857227088609652","house",4,0,2,"wooden","NO ANSWER",0,0,2518,25,1010
"857227088609652","person",4,1,3,"bad","NO ANSWER",1,0,2502,22,1016
"857227088609652","house",2,0,5,"thatch","NO ANSWER",0,0,2504,24,1011
"857227088609652","person",2,1,1,"kind","NO ANSWER",1,0,2513,22,1013
"857227088609652","house",4,0,1,"roomy","NO ANSWER",0,0,2518,22,1012
"857227088609652","house",1,0,3,"furnished","NO ANSWER",0,0,2512,21,1005
"857227088609652","person",1,1,3,"bad","NO ANSWER",1,0,2514,23,1012
"857227088609652","house",3,0,5,"thatch","NO ANSWER",0,0,2504,20,1002
"857227088609652","person",3,1,5,"untrustworthy","NO ANSWER",1,0,2511,27,1009
"857227088609652","house",0,0,4,"drafty","NO ANSWER",0,0,2512,22,1016
"857227088609652","person",2,1,3,"bad","NO ANSWER",1,0,2508,21,1009
"857227088609652","person",1,1,5,"untrustworthy","NO ANSWER",1,0,2504,22,1009
"857227088609652","house",3,0,4,"drafty","NO ANSWER",0,0,2508,21,1005
"857227088609652","person",4,1,5,"untrustworthy","NO ANSWER",1,0,2513,22,1002
"857227088609652","person",1,1,1,"kind","NO ANSWER",1,0,2510,22,1033
"857227088609652","house",2,0,3,"furnished","NO ANSWER",0,0,2510,21,1005
"857227088609652","house",0,0,5,"thatch","NO ANSWER",0,0,2516,21,1002
"857227088609652","person",0,1,5,"untrustworthy","NO ANSWER",1,0,2512,23,1008
"857227088609652","person",3,1,2,"trustworthy","NO ANSWER",1,0,2517,21,1003
"857227088609652","house",1,0,1,"roomy","NO ANSWER",0,0,2508,22,1002
"857227088609652","person",0,1,0,"good","NO ANSWER",1,0,2505,20,1011
"857227088609652","house",4,0,0,"leaky","NO ANSWER",0,0,2512,21,1015
"857227088609652","person",3,1,3,"bad","NO ANSWER",1,0,2518,22,1016
"857227088609652","house",1,0,5,"thatch","NO ANSWER",0,0,2507,25,1011
"857227088609652","house",2,0,2,"wooden","NO ANSWER",0,0,2509,22,1009
"857227088609652","person",1,1,0,"good","NO ANSWER",1,0,2503,23,1012
"857227088609652","house",0,0,2,"wooden","NO ANSWER",0,0,2510,21,1009
"857227088609652","house",3,0,0,"leaky","NO ANSWER",0,0,2519,23,1004
"857227088609652","person",0,1,2,"trustworthy","NO ANSWER",1,0,2504,21,1001
"857227088609652","house",4,0,5,"thatch","NO ANSWER",0,0,2516,21,1014
"857227088609652","person",3,1,1,"kind","NO ANSWER",1,0,2504,21,1013
"857227088609652","house",3,0,2,"wooden","NO ANSWER",0,0,2510,22,1007
"857227088609652","person",2,1,2,"trustworthy","NO ANSWER",1,0,2509,23,1015
"857227088609652","person",4,1,2,"trustworthy","NO ANSWER",1,0,2518,41,1017
"857227088609652","house",3,0,3,"furnished","NO ANSWER",0,0,2503,22,1001
"857227088609652","person",2,1,5,"untrustworthy","NO ANSWER",1,0,2513,22,1015
"857227088609652","person",4,1,1,"kind","NO ANSWER",1,0,2513,24,1003
"857227088609652","house",1,0,2,"wooden","NO ANSWER",0,0,2510,22,1014
"857227088609652","person",1,1,4,"cruel","NO ANSWER",1,0,2516,22,1018
"857227088609652","house",1,0,0,"leaky","NO ANSWER",0,0,2504,22,1015
"857227088609652","person",0,1,3,"bad","NO ANSWER",1,0,2543,70,1014
"857227088609652","house",0,0,0,"leaky","NO ANSWER",0,0,2507,21,1006
"857227088609652","person",3,1,4,"cruel","NO ANSWER",1,0,2516,22,1013
"857227088609652","person",4,1,4,"cruel","NO ANSWER",1,0,2517,22,1015
"857227088609652","house",4,0,4,"drafty","NO ANSWER",0,0,2515,21,1008
"857227088609652","person",0,1,4,"cruel","NO ANSWER",1,0,2522,21,1011
"857227088609652","person",1,1,2,"trustworthy","NO ANSWER",1,0,2517,21,1010
"857227088609652","house",1,0,4,"drafty","NO ANSWER",0,0,2507,22,1005
"857227088609652","person",2,1,0,"good","NO ANSWER",1,0,2516,22,1015
"857227088609652","house",0,0,1,"roomy","NO ANSWER",0,0,2512,21,1008
