"player","index","answer","correct","dtd"
"13299372476165",24,1,1,10000
"13299372476165",26,1,1,10000
"13299372476165",25,0,1,10000
"13299372476165",19,1,0,10000
"13299372476165",28,0,0,10000
"13299372476165",3,0,1,10000
"13299372476165",13,1,0,10000
