"player","treatment","pairIndex","pairRace","pairGender","pairType","answer","correct","confidence","xCoor","yCoor","tCoor","responseTime"
"497080344801221","a",105,0,1,"False Positive",0,1,5,"6.5,6.5,5.5,2.5,0.5,-0.5,-5.5,-10.5,-20.5,-38.5,-122.5,-104.5,-84.5,-52.5,-19.5,12.5,61.5,87.5,101.5,111.5,112.5,112.5,101.5,86.5,70.5,52.5,39.5,23.5,5.5,-8.5,-23.5,-46.5,-78.5,-107.5,-136.5,-159.5,-182.5,-195.5,-202.5,-204.5,-206.5,-208.5,-210.5,-213.5,-217.5,-219.5,-220.5,-221.5,-222.5,-224.5,-226.5,-231.5,-233.5,-233.5,-233.5,-233.5","32,31,30,27,25,25,23,19,12,2,22,47,78,120,165,209,276,320,364,402,431,457,480,498,512,522,531,550,568,579,583,582,573,563,551,542,532,526,522,520,518,516,514,511,508,506,505,505,505,507,509,511,512,513,514,515","0,113,239.20000004768372,264.90000009536743,278.90000009536743,358.80000019073486,380.80000019073486,396.7000000476837,412.90000009536743,428.80000019073486,1381,1396.9000000953674,1412.9000000953674,1429,1444.9000000953674,1459,1482.9000000953674,1499,1514.9000000953674,1531,1546.9000000953674,1563,1579,1595,1611,1626.9000000953674,1643,1667,1682.9000000953674,1697,1712.9000000953674,1729,1744.9000000953674,1760.9000000953674,1776.9000000953674,1792.9000000953674,1817,1832.9000000953674,1848.9000000953674,1864.9000000953674,1880.9000000953674,1894.8000001907349,1910.9000000953674,1927.1000001430511,1950.9000000953674,1967,1974.9000000953674,1991,2046.9000000953674,2062.9000000953674,2078.9000000953674,2100.9000000953674,2116.9000000953674,2172.9000000953674,2212.9000000953674,2268.9000000953674",2268.9000000953674
"497080344801221","a",52,0,0,"False Negative",1,1,5,"7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,25.5,43.5,76.5,100.5,125.5,161.5,184.5,207.5,235.5,266.5,286.5,299.5,307.5,314.5,325.5,340.5,322.5,315.5,307.5,298.5,290.5,283.5,279.5,272.5,270.5,268.5,267.5,266.5,264.5,263.5,260.5,259.5,258.5,256.5,255.5,254.5,254.5,254.5","33,32,31,30,27,25,23,22,20,19,18,16,15,14,13,11,10,9,8,7,5,4,2,0,7,66,136,199,258,339,378,412,452,495,526,544,554,564,578,598,596,589,582,575,565,558,552,544,541,539,538,537,536,535,533,532,531,530,529,529,530,531","0,135.20000004768372,262.09999990463257,364,396,411.90000009536743,427.90000009536743,436.09999990463257,460,476,492,516,532.0999999046326,538,562,610.0999999046326,634.0999999046326,642.0999999046326,666.0999999046326,714,1204.0999999046326,1212.0999999046326,1228.0999999046326,1244.2000000476837,1696.0999999046326,1712,1728.0999999046326,1744.2000000476837,1760.0999999046326,1784.0999999046326,1800.0999999046326,1816.2999999523163,1832,1846,1862,1878.0999999046326,1894,1910,1925.9000000953674,1950.2999999523163,2132,2148,2164,2180,2196,2211.9000000953674,2228,2249.9000000953674,2265.9000000953674,2281.9000000953674,2292,2314,2345.9000000953674,2370.2000000476837,2472,2480.0999999046326,2488.0999999046326,2568,2584,2591.9000000953674,2972,3129.9000000953674",3129.9000000953674
"497080344801221","a",28,1,1,"False Negative",1,1,5,"0.5,0.5,0.5,0.5,0.5,-0.5,-1.5,-2.5,-2.5,-3.5,-3.5,-4.5,-5.5,-6.5,-7.5,-8.5,-8.5,-7.5,0.5,8.5,22.5,38.5,56.5,94.5,122.5,150.5,175.5,190.5,202.5,214.5,226.5,236.5,248.5,273.5,293.5,308.5,316.5,318.5,320.5,308.5,306.5,302.5,298.5,295.5,292.5,288.5,284.5,278.5,273.5,271.5,269.5,267.5,264.5,262.5,260.5,258.5,256.5,255.5,253.5,251.5,249.5,249.5,249.5","33,32,31,30,28,26,24,22,20,18,15,12,10,7,5,2,0,8,30,52,96,140,186,251,293,333,365,389,409,427,446,464,482,520,551,576,588,593,598,599,594,588,581,575,570,563,556,549,544,539,537,535,531,527,524,521,519,517,515,513,511,510,511","0,74.90000009536743,203,225.70000004768372,248.70000004768372,264.80000019073486,280.80000019073486,296.80000019073486,312.80000019073486,328.90000009536743,344.90000009536743,361,376.90000009536743,393,408.90000009536743,431,447,2581,2588.9000000953674,2598.9000000953674,2612.9000000953674,2628.9000000953674,2644.9000000953674,2666.800000190735,2682.9000000953674,2698.800000190735,2714.800000190735,2730.9000000953674,2746.9000000953674,2762.9000000953674,2778.9000000953674,2795,2810.9000000953674,2834.9000000953674,2850.9000000953674,2866.9000000953674,2880.9000000953674,2896.9000000953674,2912.9000000953674,3119,3135.100000143051,3150.9000000953674,3167,3182.9000000953674,3198.9000000953674,3214.800000190735,3230.9000000953674,3246.9000000953674,3262.9000000953674,3279.100000143051,3292.9000000953674,3308.9000000953674,3332.9000000953674,3348.800000190735,3364.9000000953674,3380.9000000953674,3396.9000000953674,3416.9000000953674,3428.9000000953674,3444.9000000953674,3460.9000000953674,3476.9000000953674,3731",3731
"497080344801221","a",35,1,1,"False Positive",0,1,4,"5.5,7.5,9.5,8.5,-1.5,-16.5,-26.5,-38.5,-46.5,-55.5,-68.5,-84.5,-101.5,-119.5,-131.5,-146.5,-167.5,-175.5,-182.5,-190.5,-197.5,-206.5,-213.5,-219.5,-226.5,-238.5,-246.5,-253.5,-259.5,-261.5,-263.5,-265.5,-268.5,-268.5,-268.5,-268.5,-265.5,-263.5,-261.5,-259.5,-257.5,-255.5,-253.5,-251.5,-249.5,-246.5,-246.5,-245.5,-245.5","40,56,78,115,147,181,207,241,258,269,282,297,313,328,341,356,381,391,401,411,421,432,442,449,457,471,481,488,495,500,505,512,520,529,535,538,541,543,545,547,549,551,552,554,556,559,560,560,561","0,8,16.09999990463257,32,48,64,80,103.70000004768372,120,136,151.90000009536743,167.90000009536743,182,198,214.09999990463257,230,254,269.90000009536743,286,301.90000009536743,318,334,350,365.90000009536743,382,403.90000009536743,419.90000009536743,435.90000009536743,452,468,484,500,516,532,548,564,587.9000000953674,603.9000000953674,618,634,650,666,682,698.0999999046326,714,738,754,778,856",856
"497080344801221","a",4,1,0,"False Negative",1,1,5,"-1.5,-6.5,-16.5,-26.5,-42.5,-57.5,-68.5,-84.5,-99.5,-117.5,-142.5,-158.5,-174.5,-183.5,-185.5,-188.5,-191.5,-192.5,-194.5,-194.5,-194.5,-194.5,-193.5,-192.5,-191.5,-190.5,-187.5,-186.5,-179.5,-173.5,-169.5,-165.5,-163.5,-163.5,-163.5,-163.5,-166.5,-169.5,-173.5,-176.5,-178.5,-180.5,-182.5,-184.5,-187.5,-188.5,-189.5,-190.5,-191.5,-192.5,-193.5,-197.5,-199.5,-201.5,-203.5,-204.5,-205.5,-205.5,-204.5,-203.5,-200.5,-198.5,-193.5,-176.5,-139.5,-100.5,-64.5,-17.5,39.5,105.5,376.5,365.5,358.5,352.5,350.5,341.5,331.5,321.5,314.5,312.5,311.5,310.5,308.5,302.5,287.5,278.5,276.5,274.5,272.5,270.5,268.5,267.5,265.5,261.5,259.5,257.5,257.5","36,42,54,64,84,122,163,192,209,222,247,272,291,302,317,335,350,359,366,370,371,372,372,372,372,372,370,369,365,359,354,348,344,337,334,322,314,302,295,289,283,280,277,273,270,268,267,266,262,257,252,244,234,230,226,224,222,225,229,234,244,258,275,312,364,413,454,494,539,585,584,572,563,558,557,550,544,536,529,528,528,528,528,526,518,514,514,514,516,517,517,518,518,518,518,519,520","0,3328.7999999523163,3336.899999856949,3344.7999999523163,3360.7999999523163,3376.7999999523163,3392.7999999523163,3408.7999999523163,3424.7999999523163,3440.899999856949,3462.7000000476837,3478.7000000476837,3494.7999999523163,3510.7999999523163,3526.7999999523163,3542.899999856949,3558.7999999523163,3574.899999856949,3590.7999999523163,3614.7000000476837,3622.7999999523163,3646.7999999523163,3860.7999999523163,3868.7999999523163,3876.7999999523163,3892.7999999523163,3914.899999856949,3922.899999856949,3946.7000000476837,3962.7999999523163,3978.7999999523163,3994.7000000476837,4010.7999999523163,4026.7999999523163,4038.899999856949,4058.7999999523163,4074.899999856949,4096.700000047684,4112.799999952316,4128.799999952316,4145.200000047684,4160.799999952316,4176.799999952316,4192.799999952316,4208.799999952316,4224.899999856949,4232.799999952316,4248.899999856949,4628.799999952316,4636.799999952316,4644.799999952316,4660.799999952316,4676.799999952316,4692.799999952316,4708.899999856949,4724.799999952316,4748.799999952316,4962.799999952316,4968.899999856949,4978.899999856949,4992.899999856949,5008.899999856949,5024.799999952316,5048.799999952316,5064.799999952316,5080.799999952316,5096.799999952316,5112.799999952316,5128.799999952316,5144.700000047684,5420.799999952316,5437.700000047684,5453.200000047684,5471.299999952316,5476.899999856949,5501.799999952316,5518.399999856949,5532.599999904633,5548.700000047684,5564.799999952316,5580.799999952316,5604.799999952316,5610.799999952316,5626.700000047684,5651.899999856949,5668.200000047684,5682.799999952316,5730.799999952316,5746.700000047684,5762.799999952316,5778.799999952316,5794.799999952316,5848.799999952316,5864.799999952316,5880.700000047684,5896.899999856949,5912.799999952316",5912.799999952316
"497080344801221","a",43,0,0,"False Negative",1,1,3,"3.5,0.5,-4.5,-12.5,-24.5,-36.5,-40.5,-41.5,-42.5,-42.5,-41.5,-39.5,-35.5,-33.5,-33.5,-33.5,-38.5,-45.5,-50.5,-53.5,-65.5,-71.5,-74.5,-76.5,-76.5,-71.5,-47.5,11.5,72.5,225.5,225.5,226.5,227.5,228.5,229.5,229.5,229.5,229.5,227.5,227.5,227.5,228.5,229.5,229.5,230.5","34,34,33,32,29,26,26,26,26,52,104,185,253,314,362,403,440,468,483,499,528,552,571,580,581,581,581,579,590,597,595,595,592,589,587,584,577,568,554,550,543,539,537,538,538","0,4546.599999904633,4554.599999904633,4562.5,4578.5,4602.5,4616.5,4624.599999904633,4640.599999904633,4696.5,4712.599999904633,4736.400000095367,4752.400000095367,4768.5,4784.400000095367,4800.5,4814.400000095367,4830.5,4846.599999904633,4862.5,4886.5,4902.5,4918.5,4934.599999904633,4942.5,4966.5,4982.5,4998.5,5014.5,5164.5,5180.5,5196.5,5228.599999904633,5236.599999904633,5250.5,5266.400000095367,5282.5,5298.5,5322.599999904633,5330.700000047684,5357.099999904633,5370.599999904633,5386.700000047684,5576.599999904633,5584.700000047684",5584.700000047684
"497080344801221","a",20,1,0,"False Positive",-2,0,-1,"","","","NA"
"497080344801221","a",31,1,1,"False Negative",1,1,4,"-4.5,-4.5,-4.5,-4.5,-4.5,-6.5,-8.5,-10.5,-11.5,-13.5,-13.5,-15.5,-16.5,-17.5,-17.5,-17.5,-17.5,-18.5,-18.5,-19.5,5.5,40.5,72.5,103.5,152.5,184.5,221.5,256.5,290.5,323.5,296.5,286.5,279.5,271.5,269.5,268.5,267.5,266.5,264.5,263.5,262.5,261.5,260.5,259.5,257.5,255.5,252.5,247.5,245.5,242.5,241.5,241.5,240.5,240.5,239.5,239.5","34,33,32,31,30,26,22,20,17,15,13,11,9,8,6,5,4,4,3,0,30,98,161,220,297,344,395,452,507,556,596,586,577,570,567,566,565,563,561,559,557,556,555,553,550,544,538,531,525,520,518,517,517,516,515,514","0,196,425.69999980926514,441.59999990463257,449.59999990463257,465.5,481.5,497.59999990463257,513.5999999046326,529.5999999046326,545.5,561.5999999046326,577.5,593.5999999046326,609.5999999046326,639.5999999046326,647.7999999523163,663.5999999046326,679.5999999046326,695.5,3613.5999999046326,3629.5999999046326,3645.699999809265,3661.5999999046326,3685.5999999046326,3701.5999999046326,3715.5,3731.5999999046326,3747.699999809265,3763.699999809265,4017.5999999046326,4033.5999999046326,4049.699999809265,4065.699999809265,4081.5999999046326,4089.7999999523163,4103.799999952316,4135.599999904633,4151.5,4167.599999904633,4183.599999904633,4191.599999904633,4207.699999809265,4231.599999904633,4247.599999904633,4263.799999952316,4279.599999904633,4295.599999904633,4311.699999809265,4333.5,4349.599999904633,4357.599999904633,4381.599999904633,4485.599999904633,4493.599999904633,4519.699999809265",4519.699999809265
"497080344801221","a",101,0,1,"False Negative",1,1,5,"-4.5,-7.5,-15.5,23.5,43.5,73.5,109.5,174.5,213.5,249.5,281.5,305.5,321.5,332.5,342.5,349.5,357.5,362.5,349.5,345.5,341.5,338.5,335.5,332.5,324.5,321.5,314.5,307.5,300.5,288.5,278.5,268.5,261.5,257.5,255.5,253.5,251.5,250.5,249.5,250.5,251.5,252.5,253.5","24,17,3,23,65,131,214,325,373,416,458,498,527,547,564,574,586,593,598,596,594,593,591,589,583,581,575,568,561,551,543,537,534,532,530,529,528,528,528,529,529,530,530","0,16.09999990463257,32,1300,1316,1332.2000000476837,1346,1370,1386,1402,1418,1434,1450.0999999046326,1466,1482,1498,1522,1537.9000000953674,1806,1822,1837.9000000953674,1854,1870.2000000476837,1886.0999999046326,1910.2999999523163,1918.0999999046326,1934.2000000476837,1950.0999999046326,1966.0999999046326,1991.5999999046326,2004.0999999046326,2020.0999999046326,2036,2052,2068,2084.0999999046326,2100,2108.2000000476837,2125,2226,2234.0999999046326,2242.0999999046326,2258.0999999046326",2258.0999999046326
"497080344801221","a",94,0,1,"False Positive",1,0,4,"-3.5,-3.5,-4.5,-4.5,-6.5,-12.5,-18.5,-22.5,-31.5,-42.5,-45.5,-47.5,-50.5,-52.5,-54.5,-56.5,-58.5,-59.5,-61.5,-62.5,-62.5,-62.5,-63.5,-63.5,-63.5,-63.5,-69.5,-78.5,-88.5,-96.5,-96.5,-97.5,-79.5,-14.5,7.5,14.5,22.5,31.5,40.5,50.5,64.5,82.5,111.5,129.5,154.5,174.5,188.5,199.5,209.5,216.5,225.5,236.5,238.5,243.5,249.5,256.5,262.5,266.5,267.5","30,31,49,90,138,184,222,243,261,295,314,327,338,344,350,352,354,356,358,360,363,364,365,366,367,364,353,327,283,237,236,236,254,319,342,346,350,356,362,368,376,388,406,420,438,450,461,470,480,489,499,512,515,525,533,544,553,558,560","0,1566.5,1582.4000000953674,1598.3000001907349,1614.2000000476837,1630.4000000953674,1646.3000001907349,1662.5,1676.4000000953674,1700.4000000953674,1716.4000000953674,1732.6000001430511,1748.6000001430511,1764.6000001430511,1780.4000000953674,1796.5,1812.6000001430511,1828.4000000953674,1844.4000000953674,1860.5,1882.4000000953674,1900.4000000953674,1914.4000000953674,1962.4000000953674,1994.4000000953674,2098.5,2112.4000000953674,2128.4000000953674,2144.5,2162.5,2168.5,2628.5,2660.5,2684.4000000953674,2700.4000000953674,2716.4000000953674,2732.300000190735,2748.5,2762.4000000953674,2778.5,2794.5,2810.4000000953674,2834.300000190735,2850.300000190735,2866.300000190735,2882.300000190735,2898.300000190735,2914.4000000953674,2930.300000190735,2946.4000000953674,2962.4000000953674,2984.300000190735,2992.5,3016.4000000953674,3032.4000000953674,3048.4000000953674,3064.4000000953674,3080.5,3096.4000000953674",3096.4000000953674
