"player","index","answer","correct","dtd"
"825487584987337",27,1,1,10000
"825487584987337",13,1,0,10000
"825487584987337",14,0,1,10000
"825487584987337",17,1,1,10000
"825487584987337",5,0,0,10000
"825487584987337",20,0,1,10000
"825487584987337",16,1,1,10000
"825487584987337",28,0,0,10000
"825487584987337",3,0,1,10000
