"player","treatment","pairIndex","pairRace","pairGender","pairType","answer","correct","confidence","xCoor","yCoor","tCoor","responseTime"
"379322555496423","b",1,1,0,"False Negative",1,1,3,"-3.5,-2.5,1.5,7.5,13.5,19.5,27.5,35.5,44.5,55.5,66.5,74.5,82.5,89.5,94.5,99.5,102.5,106.5,109.5,112.5,115.5,117.5,120.5,123.5,126.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,141.5,145.5,151.5,157.5,164.5,171.5,176.5,183.5,188.5,193.5,196.5,198.5,201.5,202.5,203.5,203.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,206.5,206.5,206.5,206.5,206.5,206.5,207.5,207.5,207.5","34,37,45,52,61,71,83,94,110,127,144,162,178,191,204,217,227,243,251,262,270,276,282,287,291,294,295,296,296,297,297,298,298,298,299,300,303,308,314,325,341,356,372,388,404,417,430,442,450,459,465,471,477,482,487,490,494,497,499,503,505,507,510,512,514,517,519,521,523,524,525,526","0,16,23.899999856948853,32,40,48,56.19999980926514,64,72.09999990463257,80,88.29999995231628,96,104.09999990463257,112,120,126,136,141.89999985694885,150.09999990463257,158,166,174,182.09999990463257,190,198.09999990463257,206.09999990463257,214,222.09999990463257,229.89999985694885,238.09999990463257,245.89999985694885,254.19999980926514,270,278,286,294,302,310,318,326,334,342,350,358,366,374,382,388.09999990463257,396,404.09999990463257,412,419.89999985694885,428,436,443.89999985694885,452,461.39999985694885,467.89999985694885,476,484,492,500,508.09999990463257,516,524,532,540.2999999523163,548,556,564,572.2999999523163,596",596
"379322555496423","b",20,1,0,"False Positive",1,0,3,"-2.5,-1.5,-0.5,0.5,1.5,2.5,3.5,4.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,14.5,15.5,16.5,17.5,18.5,20.5,21.5,22.5,24.5,25.5,28.5,32.5,34.5,39.5,43.5,48.5,51.5,54.5,58.5,61.5,64.5,66.5,67.5,69.5,70.5,71.5,71.5,71.5,71.5,70.5,68.5,66.5,64.5,60.5,56.5,51.5,46.5,39.5,30.5,21.5,8.5,-2.5,-15.5,-25.5,-36.5,-48.5,-57.5,-66.5,-75.5,-81.5,-86.5,-91.5,-96.5,-102.5,-108.5,-113.5,-118.5,-122.5,-125.5,-129.5,-132.5,-134.5,-138.5,-140.5,-143.5,-145.5,-149.5,-153.5,-156.5,-160.5,-163.5,-167.5,-170.5,-172.5,-175.5,-176.5,-177.5,-178.5,-179.5,-179.5,-179.5,-179.5,-179.5,-176.5,-173.5,-167.5,-154.5,-135.5,-109.5,-80.5,-52.5,-23.5,4.5,32.5,65.5,96.5,125.5,151.5,179.5,208.5,234.5,256.5,269.5,277.5,282.5,285.5,289.5,292.5,294.5,295.5,296.5,296.5,296.5,296.5,296.5,295.5,294.5,293.5,292.5,291.5,289.5,287.5,283.5,280.5,275.5,270.5,266.5,261.5,257.5,254.5,250.5,247.5,244.5,240.5,237.5,233.5,232.5,231.5,230.5,229.5","29,30,31,33,36,38,40,42,45,49,52,55,59,62,66,70,75,80,85,91,99,107,116,124,134,143,155,163,173,181,190,196,204,212,221,229,235,241,248,252,257,262,267,271,278,282,287,292,297,303,308,315,320,328,334,340,346,353,359,365,370,376,380,386,390,394,398,401,405,409,413,416,420,422,425,427,430,432,435,437,440,444,447,451,455,458,462,464,467,468,469,472,473,474,475,476,477,478,480,483,487,490,496,498,500,500,500,504,506,506,506,505,501,497,495,489,487,487,485,485,485,486,486,487,488,488,489,490,491,493,494,495,496,497,498,500,502,504,507,509,513,515,519,521,523,526,527,528,529,530,533,534,535,535,535","0,7.800000190734863,15.900000095367432,23.800000190734863,31.90000009536743,39.700000047683716,47.90000009536743,55.80000019073486,64,71.70000004768372,79.90000009536743,87.80000019073486,95.80000019073486,103.80000019073486,111.70000004768372,119.90000009536743,127.80000019073486,135.80000019073486,143.80000019073486,151.80000019073486,159.80000019073486,167.80000019073486,175.80000019073486,183.90000009536743,191.70000004768372,199.80000019073486,205.80000019073486,215.80000019073486,221.80000019073486,230,237.80000019073486,245.80000019073486,253.80000019073486,261.7000000476837,269.80000019073486,277.90000009536743,285.80000019073486,293.80000019073486,301.90000009536743,309.90000009536743,317.80000019073486,325.80000019073486,333.80000019073486,341.7000000476837,349.80000019073486,357.80000019073486,365.80000019073486,373.80000019073486,381.90000009536743,389.80000019073486,397.90000009536743,405.7000000476837,414,421.80000019073486,429.80000019073486,437.80000019073486,445.80000019073486,453.80000019073486,461.80000019073486,469.80000019073486,475.80000019073486,483.80000019073486,491.7000000476837,499.80000019073486,507.80000019073486,515.7000000476837,523.8000001907349,531.9000000953674,539.8000001907349,547.9000000953674,555.7000000476837,563.9000000953674,571.7000000476837,579.9000000953674,587.7000000476837,595.7000000476837,603.8000001907349,611.7000000476837,619.8000001907349,627.7000000476837,635.8000001907349,643.8000001907349,651.7000000476837,659.7000000476837,667.8000001907349,675.7000000476837,683.8000001907349,691.8000001907349,699.7000000476837,707.7000000476837,715.9000000953674,721.8000001907349,731.9000000953674,737.8000001907349,745.8000001907349,761.8000001907349,769.7000000476837,777.7000000476837,785.8000001907349,793.8000001907349,801.8000001907349,809.8000001907349,817.8000001907349,825.8000001907349,833.8000001907349,841.8000001907349,849.8000001907349,857.8000001907349,865.9000000953674,873.8000001907349,883.8000001907349,889.8000001907349,897.8000001907349,905.8000001907349,913.9000000953674,921.8000001907349,929.9000000953674,937.8000001907349,945.8000001907349,953.8000001907349,961.8000001907349,968.1000001430511,977.8000001907349,983.7000000476837,991.7000000476837,1001.8000001907349,1008,1031.7000000476837,1047.8000001907349,1079.7000000476837,1095.8000001907349,1103.8000001907349,1111.8000001907349,1119.7000000476837,1127.8000001907349,1135.8000001907349,1143.8000001907349,1151.8000001907349,1159.7000000476837,1167.7000000476837,1175.7000000476837,1184.4000000953674,1191.7000000476837,1199.9000000953674,1207.8000001907349,1215.9000000953674,1223.8000001907349,1232.2000000476837,1239.8000001907349,1245.8000001907349,1253.7000000476837,1261.8000001907349,1269.9000000953674,1285.8000001907349,1405.6000001430511",1405.6000001430511
