"player","ibt_Icon","ibt_PhotoIndex","ibt_IconIndex","ibt_AdjIndex","ibt_Adjective","ibt_Answer","ibt_isAnswerRelevant","ibt_isAnswerCorrect","ibt_IntroTimeDuration","ibt_PrimerDisplayDuration","ibt_ReactionTime"
"828720571843348","person",3,1,5,"untrustworthy","NO ANSWER",1,0,2525,22,1017
"828720571843348","house",1,0,3,"furnished","NO ANSWER",0,0,2510,24,1012
"828720571843348","person",4,1,3,"bad","NO ANSWER",1,0,2504,21,1010
"828720571843348","house",2,0,0,"leaky","YES",0,"whoCares?",2516,21,344
"828720571843348","person",2,1,1,"kind","NO",1,0,2512,21,367
"828720571843348","house",3,0,1,"roomy","NO",0,"whoCares?",2518,22,331
"828720571843348","house",2,0,4,"drafty","NO",0,"whoCares?",2515,21,220
"828720571843348","person",1,1,3,"bad","YES",1,1,2511,21,334
"828720571843348","house",4,0,3,"furnished","YES",0,"whoCares?",2506,22,330
"828720571843348","person",3,1,2,"trustworthy","NO ANSWER",1,0,2516,22,1001
"828720571843348","house",2,0,1,"roomy","NO ANSWER",0,0,2512,22,1013
"828720571843348","person",2,1,3,"bad","NO ANSWER",1,0,2504,21,1014
"828720571843348","house",4,0,2,"wooden","NO ANSWER",0,0,2512,22,1011
"828720571843348","house",2,0,5,"thatch","NO ANSWER",0,0,2511,22,1012
"828720571843348","house",2,0,3,"furnished","NO ANSWER",0,0,2519,22,1012
"828720571843348","house",1,0,1,"roomy","NO ANSWER",0,0,2507,24,1011
"828720571843348","house",3,0,5,"thatch","NO ANSWER",0,0,2515,22,1016
"828720571843348","house",4,0,1,"roomy","NO ANSWER",0,0,2508,24,1011
"828720571843348","person",1,1,5,"untrustworthy","NO ANSWER",1,0,2516,22,1004
"828720571843348","house",3,0,4,"drafty","NO ANSWER",0,0,2515,21,1014
"828720571843348","person",2,1,2,"trustworthy","NO ANSWER",1,0,2508,21,1008
"828720571843348","person",1,1,1,"kind","NO ANSWER",1,0,2516,21,1011
"828720571843348","house",2,0,2,"wooden","NO ANSWER",0,0,2518,21,1013
"828720571843348","house",3,0,0,"leaky","NO ANSWER",0,0,2522,26,1017
"828720571843348","person",4,1,5,"untrustworthy","NO ANSWER",1,0,2524,23,1009
"828720571843348","person",3,1,3,"bad","NO ANSWER",1,0,2514,22,1016
"828720571843348","house",1,0,5,"thatch","NO ANSWER",0,0,2506,22,1015
"828720571843348","person",1,1,0,"good","NO ANSWER",1,0,2516,21,1005
"828720571843348","house",4,0,0,"leaky","NO ANSWER",0,0,2519,23,1002
"828720571843348","person",4,1,2,"trustworthy","NO ANSWER",1,0,2512,21,1003
"828720571843348","house",1,0,2,"wooden","NO ANSWER",0,0,2505,21,1011
"828720571843348","house",2,0,"NA","NA","NO ANSWER",0,0,2511,21,1012
"828720571843348","person",1,1,4,"cruel","NO ANSWER",1,0,2518,22,1012
"828720571843348","house",4,0,5,"thatch","NO ANSWER",0,0,2507,22,1016
"828720571843348","house",3,0,2,"wooden","NO ANSWER",0,0,2509,22,1014
"828720571843348","person",3,1,1,"kind","NO ANSWER",1,0,2526,21,1022
"828720571843348","house",4,0,4,"drafty","NO ANSWER",0,0,2511,21,1011
"828720571843348","person",3,1,4,"cruel","NO ANSWER",1,0,2509,23,1006
"828720571843348","house",3,0,3,"furnished","NO ANSWER",0,0,2519,20,1002
"828720571843348","person",2,1,5,"untrustworthy","NO ANSWER",1,0,2521,22,1010
"828720571843348","house",3,0,"NA","NA","NO ANSWER",0,0,2510,22,1011
"828720571843348","person",4,1,1,"kind","NO ANSWER",1,0,2514,23,1009
"828720571843348","person",2,1,4,"cruel","NO ANSWER",1,0,2517,21,1014
"828720571843348","person",4,1,4,"cruel","NO ANSWER",1,0,2520,21,1015
"828720571843348","house",1,0,0,"leaky","NO ANSWER",0,0,2508,22,1009
"828720571843348","person",1,1,2,"trustworthy","NO ANSWER",1,0,2511,21,1008
"828720571843348","house",1,0,4,"drafty","NO ANSWER",0,0,2504,23,1013
"828720571843348","person",2,1,0,"good","NO ANSWER",1,0,2510,23,1015
"828720571843348","person",4,1,0,"good","NO ANSWER",1,0,2512,24,1010
"828720571843348","house",4,0,"NA","NA","NO ANSWER",0,0,2523,22,1016
"828720571843348","person",3,1,0,"good","NO ANSWER",1,0,2517,21,1009
"828720571843348","person",4,1,"NA","NA","NO ANSWER",1,0,2511,21,1009
"828720571843348","house",4,0,"NA","NA","NO ANSWER",0,0,2517,22,1009
"828720571843348","person",2,1,"NA","NA","NO ANSWER",1,0,2506,22,1004
"828720571843348","person",1,1,"NA","NA","NO ANSWER",1,0,2515,22,1001
"828720571843348","house",1,0,"NA","NA","NO ANSWER",0,0,2506,21,1012
"828720571843348","person",2,1,"NA","NA","NO ANSWER",1,0,2513,21,1004
"828720571843348","house",4,0,"NA","NA","NO ANSWER",0,0,2516,21,1013
"828720571843348","person",3,1,"NA","NA","NO ANSWER",1,0,2510,22,1002
"828720571843348","person",4,1,"NA","NA","NO ANSWER",1,0,2520,21,1004
