"player","ibt_Icon","ibt_PhotoIndex","ibt_IconIndex","ibt_AdjIndex","ibt_Adjective","ibt_Answer","ibt_isAnswerRelevant","ibt_isAnswerCorrect","ibt_IntroTimeDuration","ibt_PrimerDisplayDuration","ibt_ReactionTime"
"28039455320154","person",1,1,3,"bad","NO ANSWER",1,0,2517,21,763
"28039455320154","person",2,1,1,"kind","NO ANSWER",1,0,2507,20,763
"28039455320154","person",3,1,5,"untrustworthy","NO ANSWER",1,0,2511,22,752
"28039455320154","person",4,1,3,"bad","NO ANSWER",1,0,2503,21,763
"28039455320154","person",1,1,5,"untrustworthy","NO ANSWER",1,0,2514,21,761
"28039455320154","person",2,1,3,"bad","NO ANSWER",1,0,2502,22,751
"28039455320154","person",3,1,2,"trustworthy","NO ANSWER",1,0,2506,22,764
"28039455320154","person",4,1,5,"untrustworthy","NO ANSWER",1,0,2503,21,762
"28039455320154","person",1,1,1,"kind","NO ANSWER",1,0,2506,21,761
"28039455320154","person",2,1,2,"trustworthy","NO ANSWER",1,0,2508,22,760
"28039455320154","person",3,1,3,"bad","NO ANSWER",1,0,2509,22,764
"28039455320154","person",4,1,2,"trustworthy","NO ANSWER",1,0,2506,21,766
"28039455320154","person",1,1,0,"good","NO ANSWER",1,0,2504,22,763
"28039455320154","person",2,1,5,"untrustworthy","NO ANSWER",1,0,2512,21,765
"28039455320154","person",3,1,1,"kind","NO ANSWER",1,0,2512,21,763
"28039455320154","person",4,1,1,"kind","NO ANSWER",1,0,2503,24,752
"28039455320154","person",1,1,4,"cruel","NO ANSWER",1,0,2515,22,764
"28039455320154","person",2,1,4,"cruel","NO ANSWER",1,0,2516,22,753
"28039455320154","person",3,1,4,"cruel","NO ANSWER",1,0,2514,22,767
"28039455320154","person",4,1,4,"cruel","NO ANSWER",1,0,2515,21,760
"28039455320154","person",1,1,2,"trustworthy","NO ANSWER",1,0,2515,22,765
"28039455320154","person",2,1,0,"good","NO ANSWER",1,0,2513,22,762
"28039455320154","person",3,1,0,"good","NO ANSWER",1,0,2508,21,766
"28039455320154","person",4,1,0,"good","NO ANSWER",1,0,2511,21,766
"28039455320154","person",1,1,"NA","NA","NO ANSWER",1,0,2515,21,761
"28039455320154","person",2,1,"NA","NA","NO ANSWER",1,0,2515,21,763
"28039455320154","person",3,1,"NA","NA","NO ANSWER",1,0,2505,21,762
"28039455320154","person",4,1,"NA","NA","NO ANSWER",1,0,2507,21,764
"28039455320154","person",1,1,"NA","NA","NO ANSWER",1,0,2507,22,758
"28039455320154","person",2,1,"NA","NA","NO ANSWER",1,0,2508,23,765
