"player","ibt_Icon","ibt_PhotoIndex","ibt_IconIndex","ibt_AdjIndex","ibt_Adjective","ibt_Answer","ibt_isAnswerRelevant","ibt_isAnswerCorrect","ibt_IntroTimeDuration","ibt_PrimerDisplayDuration","ibt_ReactionTime"
"167192871094343","person",3,1,5,"untrustworthy","NO ANSWER",1,0,2507,21,1009
"167192871094343","house",1,0,3,"furnished","YES",0,"whoCares?",2508,21,386
"167192871094343","person",4,1,3,"bad","NO",1,0,2507,25,362
"167192871094343","house",2,0,0,"leaky","YES",0,"whoCares?",2513,22,312
"167192871094343","person",2,1,1,"kind","NO",1,0,2505,22,62
"167192871094343","house",3,0,1,"roomy","YES",0,"whoCares?",2517,21,5
"167192871094343","house",2,0,4,"drafty","NO",0,"whoCares?",2506,22,139
"167192871094343","person",1,1,3,"bad","NO",1,0,2504,22,5
"167192871094343","house",4,0,3,"furnished","YES",0,"whoCares?",2514,21,284
"167192871094343","person",3,1,2,"trustworthy","NO",1,0,2521,22,576
"167192871094343","house",2,0,1,"roomy","NO ANSWER",0,0,2507,22,1012
"167192871094343","person",2,1,3,"bad","NO ANSWER",1,0,2505,21,1008
"167192871094343","house",4,0,2,"wooden","NO ANSWER",0,0,2508,24,1010
