"player","index","answer","correct","dtd"
"853134904077577",5,-2,0,6000
"853134904077577",2,0,0,6000
"853134904077577",6,1,1,6000
"853134904077577",1,-2,0,6000
"853134904077577",4,1,1,6000
"853134904077577",3,-2,0,6000
