"player","ibt_Icon","ibt_PhotoIndex","ibt_IconIndex","ibt_AdjIndex","ibt_Adjective","ibt_Answer","ibt_isAnswerRelevant","ibt_isAnswerCorrect","ibt_IntroTimeDuration","ibt_PrimerDisplayDuration","ibt_ReactionTime"
"205615740710655","person",0,1,1,"kind","NO ANSWER",1,0,2517,20,1003
"205615740710655","person",4,1,3,"bad","NO ANSWER",1,0,2515,21,1008
"205615740710655","person",2,1,1,"kind","NO ANSWER",1,0,2505,23,1011
"205615740710655","person",1,1,3,"bad","NO ANSWER",1,0,2502,23,1012
"205615740710655","person",3,1,5,"untrustworthy","NO ANSWER",1,0,2514,21,1005
"205615740710655","person",2,1,3,"bad","NO ANSWER",1,0,2503,21,1012
"205615740710655","person",1,1,5,"untrustworthy","NO ANSWER",1,0,2547,27,1009
"205615740710655","person",4,1,5,"untrustworthy","NO ANSWER",1,0,2524,24,1003
"205615740710655","person",1,1,1,"kind","NO ANSWER",1,0,2508,23,1007
"205615740710655","person",0,1,5,"untrustworthy","NO ANSWER",1,0,2506,21,1006
"205615740710655","person",3,1,2,"trustworthy","NO ANSWER",1,0,2503,22,1016
"205615740710655","person",0,1,0,"good","NO ANSWER",1,0,2502,21,1006
"205615740710655","person",3,1,3,"bad","NO ANSWER",1,0,2519,21,1012
"205615740710655","person",1,1,0,"good","NO ANSWER",1,0,2504,22,1012
"205615740710655","person",0,1,2,"trustworthy","NO ANSWER",1,0,2505,21,1015
"205615740710655","person",3,1,1,"kind","NO ANSWER",1,0,2519,24,1016
"205615740710655","person",2,1,2,"trustworthy","NO ANSWER",1,0,2517,22,1015
"205615740710655","person",4,1,2,"trustworthy","NO ANSWER",1,0,2541,34,1014
"205615740710655","person",2,1,5,"untrustworthy","NO ANSWER",1,0,2518,21,1018
"205615740710655","house",0,0,3,"furnished","NO ANSWER",0,0,2504,22,1013
"205615740710655","person",4,1,1,"kind","NO ANSWER",1,0,2513,22,1017
"205615740710655","person",1,1,4,"cruel","NO ANSWER",1,0,2512,21,1007
"205615740710655","house",2,0,0,"leaky","NO ANSWER",0,0,2505,22,1003
"205615740710655","house",3,0,1,"roomy","NO ANSWER",0,0,2523,21,1016
"205615740710655","person",2,1,4,"cruel","NO ANSWER",1,0,2513,21,1008
"205615740710655","person",0,1,3,"bad","NO ANSWER",1,0,2506,21,1009
"205615740710655","house",2,0,4,"drafty","NO ANSWER",0,0,2504,21,1006
"205615740710655","person",3,1,4,"cruel","NO ANSWER",1,0,2509,21,1010
"205615740710655","house",4,0,3,"furnished","NO ANSWER",0,0,2506,23,1011
"205615740710655","person",4,1,4,"cruel","NO ANSWER",1,0,2510,22,1007
"205615740710655","house",2,0,1,"roomy","NO ANSWER",0,0,2504,21,1012
"205615740710655","house",4,0,2,"wooden","NO ANSWER",0,0,2510,21,1011
"205615740710655","person",0,1,4,"cruel","NO ANSWER",1,0,2515,21,1009
"205615740710655","house",2,0,5,"thatch","NO ANSWER",0,0,2503,22,1012
"205615740710655","house",4,0,1,"roomy","NO ANSWER",0,0,2518,21,1005
"205615740710655","person",1,1,2,"trustworthy","NO ANSWER",1,0,2520,22,1002
"205615740710655","house",1,0,3,"furnished","NO ANSWER",0,0,2514,20,1005
"205615740710655","person",2,1,0,"good","NO ANSWER",1,0,2505,21,1002
"205615740710655","house",3,0,5,"thatch","NO ANSWER",0,0,2509,21,1015
"205615740710655","person",3,1,0,"good","NO ANSWER",1,0,2510,22,1014
"205615740710655","person",4,1,0,"good","NO ANSWER",1,0,2515,21,1006
"205615740710655","house",0,0,4,"drafty","NO ANSWER",0,0,2510,25,1017
