"player","ibt_Icon","ibt_PhotoIndex","ibt_IconIndex","ibt_AdjIndex","ibt_Adjective","ibt_Answer","ibt_isAnswerRelevant","ibt_isAnswerCorrect","ibt_IntroTimeDuration","ibt_PrimerDisplayDuration","ibt_ReactionTime"
"254918699648042","person",1,1,3,"bad","NO ANSWER",1,0,2021,2002,3002
"254918699648042","person",4,1,3,"bad","NO ANSWER",1,0,2002,2002,3001
"254918699648042","person",2,1,1,"kind","NO ANSWER",1,0,2002,2002,3001
"254918699648042","person",1,1,5,"untrustworthy","NO ANSWER",1,0,2003,2004,3001
"254918699648042","person",3,1,5,"untrustworthy","NO ANSWER",1,0,2003,2004,3000
"254918699648042","person",2,1,3,"bad","NO ANSWER",1,0,2004,2001,3045
"254918699648042","person",1,1,1,"kind","NO ANSWER",1,0,2025,2006,3002
"254918699648042","person",4,1,5,"untrustworthy","NO ANSWER",1,0,2512,22,753
"254918699648042","person",1,1,0,"good","NO ANSWER",1,0,2514,22,752
"254918699648042","person",2,1,2,"trustworthy","NO ANSWER",1,0,2505,22,754
"254918699648042","person",3,1,2,"trustworthy","NO ANSWER",1,0,2503,22,751
"254918699648042","person",4,1,2,"trustworthy","NO ANSWER",1,0,2510,22,752
"254918699648042","person",3,1,3,"bad","NO ANSWER",1,0,2507,25,750
"254918699648042","person",1,1,4,"cruel","NO ANSWER",1,0,2698,62,757
"254918699648042","person",3,1,1,"kind","NO ANSWER",1,0,2503,22,751
