"player","ibt_Icon","ibt_PhotoIndex","ibt_IconIndex","ibt_AdjIndex","ibt_Adjective","ibt_Answer","ibt_CorrectAnswer","ibt_AnswerIsCorrect","ibt_PrimerDisplayDuration","ibt_ReactionTime"
"758574723431672","person",3,1,5,"untrustworthy","Z","someAnswer",1,3007,2886
"758574723431672","house",1,0,3,"furnished","NO ANSWER","someAnswer",0,3013,10015
"758574723431672","person",4,1,3,"bad","NO ANSWER","someAnswer",0,3002,10050
"758574723431672","house",2,0,0,"leaky","NO ANSWER","someAnswer",0,3014,10003
"758574723431672","person",2,1,1,"kind","NO ANSWER","someAnswer",0,3015,10006
"758574723431672","house",3,0,1,"roomy","NO ANSWER","someAnswer",0,3015,10010
"758574723431672","house",2,0,4,"drafty","NO ANSWER","someAnswer",0,3039,10002
"758574723431672","person",1,1,3,"bad","NO ANSWER","someAnswer",0,3010,10005
"758574723431672","house",4,0,3,"furnished","NO ANSWER","someAnswer",0,3010,10011
"758574723431672","person",3,1,2,"trustworthy","NO ANSWER","someAnswer",0,3018,10005
"758574723431672","house",2,0,1,"roomy","NO ANSWER","someAnswer",0,3011,10017
"758574723431672","person",2,1,3,"bad","NO ANSWER","someAnswer",0,3002,10014
"758574723431672","house",4,0,2,"wooden","NO ANSWER","someAnswer",0,3003,10017
