"player","pairIndex","pairRace","pairGender","pairType","answer","correct","confidence","xCoor","yCoor","tCoor","responseTime"
"552780672207791",105,"NA","NA","NA",0,1,"4","-11.5,-13.5,-14.5,-15.5,-16.5,-17.5,-18.5,-19.5,-24.5,-25.5,-27.5,-28.5,-31.5,-32.5,-34.5,-37.5,-39.5,-40.5,-41.5,-42.5,-43.5,-44.5,-45.5,-46.5,-47.5,-48.5,-49.5,-50.5,-51.5,-52.5,-53.5,-54.5,-55.5,-56.5,-57.5,-58.5,-59.5,-60.5,-62.5,-66.5,-69.5,-73.5,-102.5,-100.5,-98.5,-94.5,-92.5,-88.5,-85.5,-82.5,-77.5,-72.5,-67.5,-60.5,-53.5,-44.5,-35.5,-26.5,-14.5,-3.5,5.5,14.5,23.5,32.5,37.5,44.5,50.5,57.5,66.5,74.5,80.5,87.5,93.5,101.5,105.5,109.5,113.5,118.5,120.5,122.5,124.5,126.5,128.5,130.5,133.5,134.5,135.5,136.5,136.5,137.5,138.5,138.5,138.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,141.5,141.5,142.5,142.5,142.5,142.5,142.5,143.5,143.5,143.5,142.5,141.5,141.5,140.5,138.5,138.5,137.5,137.5,137.5,136.5,136.5,135.5,134.5,133.5,132.5,131.5,128.5,125.5,120.5,117.5,112.5,107.5,102.5,98.5,91.5,87.5,80.5,76.5,71.5,66.5,59.5,54.5,48.5,43.5,38.5,34.5,27.5,19.5,11.5,5.5,-3.5,-9.5,-17.5,-25.5,-34.5,-43.5,-51.5,-61.5,-70.5,-80.5,-91.5,-99.5,-106.5,-114.5,-119.5,-123.5,-126.5,-130.5,-133.5,-135.5,-136.5,-137.5,-138.5,-140.5,-141.5,-142.5,-143.5,-144.5,-145.5,-146.5,-147.5,-148.5,-150.5,-151.5,-152.5,-153.5,-154.5,-155.5,-156.5,-157.5,-158.5,-159.5,-160.5,-161.5,-162.5,-163.5,-164.5,-165.5,-168.5,-169.5,-171.5,-172.5,-174.5,-176.5,-178.5,-181.5,-184.5,-186.5,-188.5,-190.5,-192.5,-194.5,-196.5,-200.5,-203.5,-207.5,-209.5,-212.5,-214.5,-215.5,-217.5,-218.5,-219.5,-220.5,-221.5,-222.5,-223.5,-226.5,-227.5,-228.5,-229.5,-230.5,-231.5,-232.5,-232.5,-233.5,-233.5,-233.5","32,30,29,28,27,26,25,24,20,19,18,17,15,14,14,13,13,12,12,11,10,9,9,8,8,7,7,6,6,6,5,5,5,5,4,4,4,3,3,3,2,0,0,1,2,4,5,7,10,12,16,19,23,27,32,38,44,52,60,68,76,83,89,95,100,106,115,124,135,149,158,170,181,192,202,210,219,227,235,243,252,258,266,272,280,286,291,295,300,304,307,310,314,317,319,320,322,323,325,326,329,330,332,333,334,335,336,337,337,338,339,339,341,342,343,345,346,347,348,349,349,350,350,351,352,352,354,355,357,359,360,361,363,366,367,369,371,372,373,374,377,378,379,383,385,388,390,394,398,401,405,409,412,417,421,425,431,435,439,444,448,453,455,460,462,465,466,467,468,470,471,472,473,474,475,476,477,478,479,479,480,481,482,483,484,485,486,487,488,488,488,489,489,489,489,490,490,491,491,492,493,494,495,496,497,498,500,501,503,504,505,506,507,508,509,510,511,512,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,532,533,534","0,15.100000023841858,20.700000047683716,31,37.10000002384186,45,52.800000071525574,60.800000071525574,92.70000004768372,100.60000002384186,108.70000004768372,116.80000007152557,124.70000004768372,133.80000007152557,140.80000007152557,149.20000004768372,156.60000002384186,164.89999997615814,172.60000002384186,181.10000002384186,188.60000002384186,196.89999997615814,204.60000002384186,213.20000004768372,218.60000002384186,228.60000002384186,234.60000002384186,242.60000002384186,250.60000002384186,258.5,266.60000002384186,274.60000002384186,282.7000000476837,290.60000002384186,298.60000002384186,306.5,314.8000000715256,322.60000002384186,330.8000000715256,338.60000002384186,346.8000000715256,354.7000000476837,846.7000000476837,854.6000000238419,864.7000000476837,868.7000000476837,878.8000000715256,884.7000000476837,892.6000000238419,900.7000000476837,908.6000000238419,916.7000000476837,924.6000000238419,932.8000000715256,940.7000000476837,948.8000000715256,956.6000000238419,968.6000000238419,972.8000000715256,980.7000000476837,988.6000000238419,997.2000000476837,1004.7000000476837,1012.6000000238419,1020.7000000476837,1028.6000000238419,1036.7000000476837,1044.6000000238419,1052.6000000238419,1060.6000000238419,1068.7000000476837,1074.6000000238419,1084.6000000238419,1090.6000000238419,1098.7000000476837,1106.7000000476837,1114.8000000715256,1122.6000000238419,1130.8000000715256,1138.7000000476837,1147.3000000715256,1154.7000000476837,1162.7000000476837,1172.8000000715256,1178.6000000238419,1186.7000000476837,1194.7000000476837,1202.7000000476837,1210.7000000476837,1218.7000000476837,1226.7000000476837,1234.7000000476837,1242.7000000476837,1250.6000000238419,1258.7000000476837,1266.7000000476837,1274.7000000476837,1280.6000000238419,1288.7000000476837,1296.7000000476837,1304.6000000238419,1312.7000000476837,1320.7000000476837,1328.6000000238419,1336.8000000715256,1344.7000000476837,1352.6000000238419,1360.7000000476837,1368.6000000238419,1376.5,1590.7000000476837,1630.7000000476837,1694.6000000238419,1702.6000000238419,1710.6000000238419,1716.8000000715256,1724.6000000238419,1732.7000000476837,1740.6000000238419,1748.7000000476837,1756.7000000476837,1764.8000000715256,1772.6000000238419,1780.8999999761581,1788.6000000238419,1796.6000000238419,1804.7000000476837,1812.7000000476837,1820.7000000476837,1828.7000000476837,1836.6000000238419,1844.7000000476837,1852.6000000238419,1860.7000000476837,1868.8000000715256,1876.6000000238419,1885,1892.6000000238419,1900.7000000476837,1908.6000000238419,1914.8000000715256,1924.7000000476837,1931.1000000238419,1938.7000000476837,1947.1000000238419,1954.7000000476837,1962.7000000476837,1970.7000000476837,1978.6000000238419,1986.7000000476837,1994.6000000238419,2002.6000000238419,2010.7000000476837,2018.7000000476837,2026.6000000238419,2034.6000000238419,2042.6000000238419,2050.7000000476837,2058.600000023842,2066.7000000476837,2074.600000023842,2082.8000000715256,2092.600000023842,2098.600000023842,2106.600000023842,2112.600000023842,2122.7000000476837,2128.7000000476837,2136.7000000476837,2144.7000000476837,2152.600000023842,2160.600000023842,2168.7000000476837,2176.600000023842,2184.7000000476837,2192.600000023842,2202.7000000476837,2208.600000023842,2216.8000000715256,2226.600000023842,2232.7000000476837,2240.600000023842,2248.7000000476837,2256.600000023842,2264.8000000715256,2272.600000023842,2280.600000023842,2288.8000000715256,2304.7000000476837,2312.600000023842,2328.600000023842,2334.600000023842,2344.600000023842,2358.600000023842,2367,2374.600000023842,2383,2390.7000000476837,2400.8000000715256,2406.600000023842,2414.899999976158,2422.600000023842,2430.600000023842,2438.600000023842,2446.600000023842,2454.7000000476837,2462.600000023842,2470.7000000476837,2478.7000000476837,2486.600000023842,2494.600000023842,2502.7000000476837,2510.7000000476837,2518.600000023842,2526.7000000476837,2532.7000000476837,2542.600000023842,2549.5,2556.7000000476837,2564.8000000715256,2572.7000000476837,2580.7000000476837,2588.7000000476837,2596.600000023842,2604.600000023842,2612.600000023842,2620.600000023842,2628.600000023842,2636.600000023842,2644.600000023842,2652.7000000476837,2660.600000023842,2668.600000023842,2676.600000023842,2684.8000000715256,2692.600000023842,2700.600000023842,2708.7000000476837,2826.5",2826.5
