"player","tutorial","enoughTime","needMoreTime","decisionScreen","imageSize","buttonPlacement","numOfImages_tired","numOfImages_bored","dtd","surveyTime2"
"547978955630892",3,2,3,3,3,3,4,4,8000,"NA"
