"player","index","answer","correct","dtd"
"640759211029095",4,-2,0,10000
"640759211029095",1,-2,0,10000
"640759211029095",5,-2,0,10000
"640759211029095",3,1,0,10000
"640759211029095",6,0,0,10000
"640759211029095",2,1,1,10000
