"player","score"
"791848770083073",1
"791848770083073",1
"791848770083073",1
"791848770083073",1
"791848770083073",1
"791848770083073",1
"791848770083073",1
"791848770083073",1
"791848770083073",1
"791848770083073",1
"791848770083073",1
"686066892799263",2
"686066892799263",2
"686066892799263",2
"686066892799263",2
