"player","tutorial","enoughTime","needMoreTime","decisionScreen","imageSize","buttonPlacement","numOfImages_tired","numOfImages_bored","dtd","surveyTime2"
"112930544684513",3,3,2,2,2,2,3,3,10000,"NA"
