"player","ibt_Icon","ibt_PhotoIndex","ibt_IconIndex","ibt_AdjIndex","ibt_Adjective","ibt_Answer","ibt_isAnswerRelevant","ibt_isAnswerCorrect","ibt_IntroTimeDuration","ibt_PrimerDisplayDuration","ibt_ReactionTime"
"414636453015345","person",1,1,3,"bad","NO ANSWER",1,0,2517,22,751
"414636453015345","person",4,1,3,"bad","NO ANSWER",1,0,2513,22,763
"414636453015345","person",2,1,1,"kind","NO ANSWER",1,0,2512,21,758
"414636453015345","person",1,1,5,"untrustworthy","NO ANSWER",1,0,2518,22,765
"414636453015345","person",3,1,5,"untrustworthy","NO ANSWER",1,0,2516,21,751
"414636453015345","person",2,1,3,"bad","NO ANSWER",1,0,2507,20,764
"414636453015345","person",1,1,1,"kind","NO ANSWER",1,0,2508,22,763
"414636453015345","person",4,1,5,"untrustworthy","NO ANSWER",1,0,2509,21,763
"414636453015345","person",1,1,0,"good","NO ANSWER",1,0,2506,24,762
"414636453015345","person",2,1,2,"trustworthy","NO ANSWER",1,0,2516,24,761
"414636453015345","person",3,1,2,"trustworthy","NO ANSWER",1,0,2514,20,766
"414636453015345","person",4,1,2,"trustworthy","NO ANSWER",1,0,2514,21,761
"414636453015345","person",3,1,3,"bad","NO ANSWER",1,0,2515,21,753
"414636453015345","person",1,1,4,"cruel","NO ANSWER",1,0,2515,21,766
"414636453015345","person",3,1,1,"kind","NO ANSWER",1,0,2517,22,755
"414636453015345","person",3,1,4,"cruel","NO ANSWER",1,0,2517,20,764
"414636453015345","person",2,1,5,"untrustworthy","NO ANSWER",1,0,2515,22,763
"414636453015345","person",4,1,1,"kind","NO ANSWER",1,0,2504,20,758
"414636453015345","person",2,1,4,"cruel","NO ANSWER",1,0,2513,22,763
"414636453015345","person",4,1,4,"cruel","NO ANSWER",1,0,2505,21,758
"414636453015345","person",1,1,2,"trustworthy","NO ANSWER",1,0,2513,22,755
"414636453015345","person",2,1,0,"good","NO ANSWER",1,0,2513,20,750
"414636453015345","person",4,1,0,"good","NO ANSWER",1,0,2508,21,758
"414636453015345","person",3,1,0,"good","NO ANSWER",1,0,2502,22,761
"414636453015345","person",4,1,"NA","NA","NO ANSWER",1,0,2504,20,762
"414636453015345","person",2,1,"NA","NA","NO ANSWER",1,0,2511,21,761
"414636453015345","person",1,1,"NA","NA","NO ANSWER",1,0,2515,22,765
"414636453015345","person",2,1,"NA","NA","NO ANSWER",1,0,2519,22,763
"414636453015345","person",3,1,"NA","NA","NO ANSWER",1,0,2511,21,765
"414636453015345","person",4,1,"NA","NA","NO ANSWER",1,0,2511,22,763
