"player","treatment","pairIndex","pairRace","pairGender","pairType","answer","correct","confidence","xCoor","yCoor","tCoor","responseTime"
"167662676295419","c",1,1,0,"False Negative",1,1,5,"2.5,6.5,10.5,14.5,17.5,21.5,25.5,29.5,32.5,36.5,40.5,44.5,48.5,52.5,58.5,62.5,67.5,72.5,76.5,81.5,86.5,91.5,96.5,100.5,105.5,109.5,113.5,118.5,122.5,125.5,128.5,131.5,134.5,136.5,137.5,140.5,143.5,146.5,149.5,153.5,155.5,158.5,161.5,163.5,166.5,168.5,170.5,173.5,177.5,179.5,181.5,185.5,187.5,189.5,192.5,193.5,195.5,196.5,198.5,200.5,202.5,204.5,205.5,207.5,208.5,209.5,211.5,212.5,212.5,212.5,212.5,212.5,212.5,212.5,212.5,211.5,210.5,210.5,208.5,207.5,207.5,206.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,205.5,204.5","35,41,46,51,57,62,67,73,80,88,94,102,112,123,135,143,153,166,179,192,205,218,231,242,252,261,269,279,287,293,299,308,314,320,326,333,341,347,353,362,366,374,378,383,388,393,398,403,408,412,416,419,423,426,428,432,434,435,437,439,443,446,450,453,456,460,463,466,470,473,475,478,480,481,483,485,487,490,493,496,498,501,504,506,507,509,510,512,513,514,515,515","0,5.799999952316284,14.099999904632568,21.899999976158142,30.09999990463257,37.89999997615814,46,53.89999997615814,62,69.89999997615814,77.89999997615814,86,91.89999997615814,103.89999997615814,107.89999997615814,116.19999992847443,124,132.29999995231628,140.09999990463257,147.79999995231628,155.79999995231628,163.79999995231628,171.79999995231628,179.79999995231628,187.89999997615814,195.79999995231628,205.79999995231628,211.79999995231628,219.79999995231628,227.79999995231628,236,243.79999995231628,252.09999990463257,259.7999999523163,268,275.7999999523163,283.89999997615814,291.7999999523163,300,307.7999999523163,315.7999999523163,321.89999997615814,329.89999997615814,339.89999997615814,345.89999997615814,353.7999999523163,361.7999999523163,369.89999997615814,377.7999999523163,385.89999997615814,393.89999997615814,402.09999990463257,409.89999997615814,417.6999999284744,426,434,441.89999997615814,450.39999997615814,457.89999997615814,466,473.89999997615814,481.7999999523163,489.7999999523163,497.7999999523163,505.89999997615814,513.7999999523163,521.7999999523163,529.7999999523163,537.7999999523163,543.8999999761581,552,559.8999999761581,567.8999999761581,575.7999999523163,583.8999999761581,591.7999999523163,600.1999999284744,607.8999999761581,615.7999999523163,623.7999999523163,631.8999999761581,639.8999999761581,647.8999999761581,656,664,671.7999999523163,679.7999999523163,687.7999999523163,696,705.6999999284744,719.7999999523163,845.6999999284744",845.6999999284744
"167662676295419","c",20,1,0,"False Positive",0,1,4,"6.5,10.5,14.5,17.5,21.5,25.5,27.5,31.5,34.5,36.5,40.5,43.5,47.5,51.5,55.5,59.5,62.5,66.5,70.5,75.5,77.5,81.5,85.5,89.5,93.5,96.5,99.5,102.5,104.5,107.5,108.5,109.5,110.5,112.5,113.5,114.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,115.5,114.5,112.5,106.5,93.5,69.5,42.5,16.5,-10.5,-36.5,-61.5,-79.5,-96.5,-101.5,-104.5,-107.5,-110.5,-111.5,-113.5,-115.5,-117.5,-121.5,-125.5,-129.5,-134.5,-141.5,-149.5,-159.5,-170.5,-182.5,-196.5,-208.5,-222.5,-234.5,-243.5,-254.5,-259.5,-264.5,-269.5,-273.5,-277.5,-278.5,-280.5,-281.5,-282.5,-282.5,-278.5,-277.5,-276.5,-274.5,-272.5,-269.5,-267.5,-263.5,-261.5,-260.5,-259.5,-258.5,-257.5","34,39,46,51,56,61,65,72,78,84,90,99,107,115,126,134,140,148,156,164,171,177,186,194,200,206,213,217,224,228,235,241,247,252,255,260,263,267,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,292,300,308,316,324,333,341,350,358,363,367,371,375,379,383,388,394,399,406,412,419,429,438,448,456,469,479,490,500,508,516,523,527,532,536,540,543,545,546,547,548,549,549,548,547,546,545,544,543,542,541,540,539,539,539","0,8,16,24.100000023841858,32,40,48.10000002384186,56,63.89999997615814,71.89999997615814,79.89999997615814,87.89999997615814,95.89999997615814,104.10000002384186,112,120.19999992847443,128,136,142,152,157.89999997615814,165.89999997615814,174,182,190,197.89999997615814,206,213.89999997615814,221.89999997615814,230,238.69999992847443,245.89999997615814,254.10000002384186,262,270,277.89999997615814,286.2999999523163,294,302.1999999284744,309.89999997615814,318,326,334,350,419.89999997615814,436,444,452.60000002384186,468.1999999284744,484.10000002384186,492,499.89999997615814,516,539.8999999761581,547.8999999761581,555.8999999761581,563.8999999761581,572,579.8999999761581,588.1000000238419,593.8999999761581,604.1000000238419,610,618.1000000238419,630,634,642,650,658.1000000238419,668,674,682,690.1000000238419,698,706.1000000238419,714,722.1000000238419,732,738.1999999284744,746,754.1000000238419,762,770.1000000238419,778.1000000238419,786.1000000238419,794,802.2999999523163,810.1000000238419,816,826,834,839.8999999761581,847.8999999761581,856.1000000238419,863.8999999761581,872.1000000238419,880,888.1999999284744,904.1000000238419,992,1000,1007.8999999761581,1016,1023.8999999761581,1032,1038.1999999284744,1048,1054.1000000238419,1062,1070.1000000238419,1086.2999999523163,1094",1094
