"player","tutorial","enoughTime","needMoreTime","decisionScreen","imageSize","buttonPlacement","numOfImages_tired","numOfImages_bored","dtd","surveyTime2"
"614422295546757",2,3,3,4,3,4,5,5,10000,"NA"
